ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60643,39,09/20/2020,09/26/2020,20,1219,40,2444.4,1298,21839,2603,43791.9,0.0,0.1,0,75,0.0,150.4,49870,60643-2020-39,POINT (-87.662381 41.700445)
60643,40,09/27/2020,10/03/2020,35,1254,70,2514.5,1221,23060,2448,46240.2,0.0,0.1,1,76,2.0,152.4,49870,60643-2020-40,POINT (-87.662381 41.700445)
60643,41,10/04/2020,10/10/2020,47,1301,94,2608.8,1458,24518,2924,49163.8,0.0,0.1,1,77,2.0,154.4,49870,60643-2020-41,POINT (-87.662381 41.700445)
60643,42,10/11/2020,10/17/2020,107,1408,215,2823.3,1404,25922,2815,51979.1,0.1,0.1,0,77,0.0,154.4,49870,60643-2020-42,POINT (-87.662381 41.700445)
60643,43,10/18/2020,10/24/2020,122,1530,245,3068,1874,27796,3758,55736.9,0.1,0.1,1,78,2.0,156.4,49870,60643-2020-43,POINT (-87.662381 41.700445)
60653,20,05/10/2020,05/16/2020,50,424,156,1326.2,503,2178,1573,6812.2,0.1,0.2,2,26,6.3,81.3,31972,60653-2020-20,POINT (-87.611244 41.819261)
60653,21,05/17/2020,05/23/2020,48,472,150,1476.3,723,2901,2261,9073.6,0.1,0.2,2,28,6.3,87.6,31972,60653-2020-21,POINT (-87.611244 41.819261)
60653,22,05/24/2020,05/30/2020,23,495,72,1548.2,466,3367,1458,10531.1,0.1,0.1,1,29,3.1,90.7,31972,60653-2020-22,POINT (-87.611244 41.819261)
60639,2,01/10/2021,01/16/2021,311,12506,344,13816.2,2585,78378,2856,86589.3,0.2,0.2,7,205,7.7,226.5,90517,60639-2021-2,POINT (-87.75531 41.920609)
60639,3,01/17/2021,01/23/2021,220,12726,243,14059.2,2455,80833,2712,89301.5,0.1,0.2,2,207,2.2,228.7,90517,60639-2021-3,POINT (-87.75531 41.920609)
60639,4,01/24/2021,01/30/2021,206,12932,228,14286.8,2308,83141,2550,91851.3,0.1,0.2,3,210,3.3,232.0,90517,60639-2021-4,POINT (-87.75531 41.920609)
60639,5,01/31/2021,02/06/2021,147,13079,162,14449.2,1969,85110,2175,94026.5,0.1,0.2,2,212,2.2,234.2,90517,60639-2021-5,POINT (-87.75531 41.920609)
60639,6,02/07/2021,02/13/2021,78,13157,86,14535.4,1656,86766,1830,95856,0.1,0.2,5,217,5.5,239.7,90517,60639-2021-6,POINT (-87.75531 41.920609)
60640,26,06/21/2020,06/27/2020,18,881,26,1263.7,1847,9443,2649,13545.1,0.0,0.1,1,85,1.4,121.9,69715,60640-2020-26,POINT (-87.662232 41.971888)
60642,8,02/21/2021,02/27/2021,9,1727,45,8549.1,645,28181,3193,139503,0.0,0.1,0,21,0.0,104.0,20201,60642-2021-8,POINT (-87.657821 41.899935)
60642,9,02/28/2021,03/06/2021,17,1744,84,8633.2,623,28804,3084,142587,0.0,0.1,1,22,5.0,108.9,20201,60642-2021-9,POINT (-87.657821 41.899935)
60643,29,07/12/2020,07/18/2020,43,896,86,1796.7,942,10176,1889,20405.1,0.1,0.1,0,64,0.0,128.3,49870,60643-2020-29,POINT (-87.662381 41.700445)
60643,47,11/15/2020,11/21/2020,207,2399,415,4810.5,2798,36930,5611,74052.5,0.1,0.1,2,81,4.0,162.4,49870,60643-2020-47,POINT (-87.662381 41.700445)
60643,30,07/19/2020,07/25/2020,53,949,106,1902.9,1013,11189,2031,22436.3,0.1,0.1,0,64,0.0,128.3,49870,60643-2020-30,POINT (-87.662381 41.700445)
60643,48,11/22/2020,11/28/2020,158,2557,317,5127.3,1871,38801,3752,77804.3,0.1,0.1,2,83,4.0,166.4,49870,60643-2020-48,POINT (-87.662381 41.700445)
60643,49,11/29/2020,12/05/2020,175,2732,351,5478.2,2324,41125,4660,82464.4,0.1,0.1,6,89,12.0,178.5,49870,60643-2020-49,POINT (-87.662381 41.700445)
60643,50,12/06/2020,12/12/2020,171,2903,343,5821.1,2455,43580,4923,87387.2,0.1,0.1,4,93,8.0,186.5,49870,60643-2020-50,POINT (-87.662381 41.700445)
60643,51,12/13/2020,12/19/2020,128,3031,257,6077.8,2107,45687,4225,91612.2,0.1,0.1,2,95,4.0,190.5,49870,60643-2020-51,POINT (-87.662381 41.700445)
60645,40,09/27/2020,10/03/2020,37,1497,78,3136.3,1232,19265,2581,40360.8,0.0,0.1,0,70,0.0,146.7,47732,60645-2020-40,POINT (-87.695049 42.008927)
60643,10,03/07/2021,03/13/2021,32,3885,64,7790.3,1802,68613,3613,137583.7,0.0,0.1,1,125,2.0,250.7,49870,60643-2021-10,POINT (-87.662381 41.700445)
60643,11,03/14/2021,03/20/2021,38,3923,76,7866.5,1731,70344,3471,141054.7,0.0,0.1,0,125,0.0,250.7,49870,60643-2021-11,POINT (-87.662381 41.700445)
60643,16,04/18/2021,04/24/2021,82,4284,164,8590.3,1761,79725,3531,159865.7,0.1,0.1,1,128,2.0,256.7,49870,60643-2021-16,POINT (-87.662381 41.700445)
60643,17,04/25/2021,05/01/2021,89,4373,178,8768.8,1857,81582,3724,163589.3,0.0,0.1,1,129,2.0,258.7,49870,60643-2021-17,POINT (-87.662381 41.700445)
60643,18,05/02/2021,05/08/2021,70,4443,140,8909.2,1703,83285,3415,167004.2,0.0,0.1,1,130,2.0,260.7,49870,60643-2021-18,POINT (-87.662381 41.700445)
60643,19,05/09/2021,05/15/2021,53,4496,106,9015.4,1771,85056,3551,170555.4,0.0,0.1,3,133,6.0,266.7,49870,60643-2021-19,POINT (-87.662381 41.700445)
60643,2,01/10/2021,01/16/2021,123,3528,247,7074.4,2303,54343,4618,108969.3,0.1,0.1,3,111,6.0,222.6,49870,60643-2021-2,POINT (-87.662381 41.700445)
60641,41,10/04/2020,10/10/2020,122,2690,172,3787.5,1948,32662,2743,45987.9,0.1,0.1,0,61,0.0,85.9,71023,60641-2020-41,POINT (-87.746791 41.946682)
60641,42,10/11/2020,10/17/2020,169,2859,238,4025.5,1988,34650,2799,48787,0.1,0.1,1,62,1.4,87.3,71023,60641-2020-42,POINT (-87.746791 41.946682)
60641,43,10/18/2020,10/24/2020,229,3088,322,4347.9,2333,36983,3285,52071.9,0.1,0.1,1,63,1.4,88.7,71023,60641-2020-43,POINT (-87.746791 41.946682)
60644,1,01/03/2021,01/09/2021,112,3342,235,7004.5,1247,38115,2614,79885.6,0.1,0.1,3,109,6.3,228.5,47712,60644-2021-1,POINT (-87.756863 41.881113)
60644,11,03/14/2021,03/20/2021,52,3847,109,8063,1669,51861,3498,108695.9,0.0,0.1,1,119,2.1,249.4,47712,60644-2021-11,POINT (-87.756863 41.881113)
60641,17,04/25/2021,05/01/2021,73,8914,103,12550.9,2048,103495,2884,145720.4,0.0,0.1,3,129,4.2,181.6,71023,60641-2021-17,POINT (-87.746791 41.946682)
60641,18,05/02/2021,05/08/2021,74,8988,104,12655.1,1943,105438,2736,148456.1,0.0,0.1,2,131,2.8,184.4,71023,60641-2021-18,POINT (-87.746791 41.946682)
60642,25,06/14/2020,06/20/2020,17,185,84,915.8,371,2004,1836,9920.3,0.0,0.1,1,12,5.0,59.4,20201,60642-2020-25,POINT (-87.657821 41.899935)
60642,26,06/21/2020,06/27/2020,17,202,84,1000,405,2409,2005,11925.2,0.0,0.1,0,12,0.0,59.4,20201,60642-2020-26,POINT (-87.657821 41.899935)
60642,27,06/28/2020,07/04/2020,16,218,79,1079.2,463,2872,2292,14217.1,0.0,0.1,1,13,5.0,64.4,20201,60642-2020-27,POINT (-87.657821 41.899935)
60645,50,12/06/2020,12/12/2020,221,3106,463,6507.2,2146,37001,4496,77518.2,0.1,0.1,4,85,8.4,178.1,47732,60645-2020-50,POINT (-87.695049 42.008927)
60645,51,12/13/2020,12/19/2020,189,3295,396,6903.1,2102,39103,4404,81922,0.1,0.1,2,87,4.2,182.3,47732,60645-2020-51,POINT (-87.695049 42.008927)
60645,52,12/20/2020,12/26/2020,143,3438,300,7202.7,1824,40927,3821,85743.3,0.1,0.1,2,89,4.2,186.5,47732,60645-2020-52,POINT (-87.695049 42.008927)
60645,53,12/27/2020,01/02/2021,164,3602,344,7546.3,1766,42693,3700,89443.1,0.1,0.1,2,91,4.2,190.6,47732,60645-2020-53,POINT (-87.695049 42.008927)
60645,1,01/03/2021,01/09/2021,172,3774,360,7906.6,1982,44675,4152,93595.5,0.1,0.1,1,92,2.1,192.7,47732,60645-2021-1,POINT (-87.695049 42.008927)
60645,10,03/07/2021,03/13/2021,55,4329,115,9069.4,1264,58695,2648,122967.8,0.0,0.1,0,106,0.0,222.1,47732,60645-2021-10,POINT (-87.695049 42.008927)
60645,11,03/14/2021,03/20/2021,61,4390,128,9197.2,1456,60151,3050,126018.2,0.0,0.1,1,107,2.1,224.2,47732,60645-2021-11,POINT (-87.695049 42.008927)
60645,12,03/21/2021,03/27/2021,50,4440,105,9301.9,1155,61306,2420,128437.9,0.0,0.1,1,108,2.1,226.3,47732,60645-2021-12,POINT (-87.695049 42.008927)
60645,18,05/02/2021,05/08/2021,38,4817,80,10091.8,1359,69825,2847,146285.5,0.0,0.1,1,117,2.1,245.1,47732,60645-2021-18,POINT (-87.695049 42.008927)
60645,19,05/09/2021,05/15/2021,39,4856,82,10173.5,1335,71160,2797,149082.4,0.0,0.1,0,117,0.0,245.1,47732,60645-2021-19,POINT (-87.695049 42.008927)
60645,2,01/10/2021,01/16/2021,119,3893,249,8156,1981,46656,4150,97745.7,0.1,0.1,2,94,4.2,196.9,47732,60645-2021-2,POINT (-87.695049 42.008927)
60645,20,05/16/2021,05/22/2021,25,4881,52,10225.8,1153,72313,2416,151497.9,0.0,0.1,1,118,2.1,247.2,47732,60645-2021-20,POINT (-87.695049 42.008927)
60645,21,05/23/2021,05/29/2021,8,4889,17,10242.6,1141,73454,2390,153888.4,0.0,0.1,0,118,0.0,247.2,47732,60645-2021-21,POINT (-87.695049 42.008927)
60645,22,05/30/2021,06/05/2021,8,4897,17,10259.4,965,74419,2022,155910.1,0.0,0.1,0,118,0.0,247.2,47732,60645-2021-22,POINT (-87.695049 42.008927)
60645,3,01/17/2021,01/23/2021,91,3984,191,8346.6,1869,48525,3916,101661.4,0.1,0.1,3,97,6.3,203.2,47732,60645-2021-3,POINT (-87.695049 42.008927)
60645,4,01/24/2021,01/30/2021,69,4053,145,8491.2,1946,50471,4077,105738.3,0.0,0.1,3,100,6.3,209.5,47732,60645-2021-4,POINT (-87.695049 42.008927)
60646,43,10/18/2020,10/24/2020,55,754,196,2694.1,769,12850,2748,45914.2,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-43,POINT (-87.761826 41.993931)
60646,44,10/25/2020,10/31/2020,100,854,357,3051.4,896,13746,3202,49115.7,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-44,POINT (-87.761826 41.993931)
60646,45,11/01/2020,11/07/2020,133,987,475,3526.6,1108,14854,3959,53074.6,0.1,0.1,1,45,3.6,160.8,27987,60646-2020-45,POINT (-87.761826 41.993931)
60646,46,11/08/2020,11/14/2020,166,1153,593,4119.8,1369,16223,4892,57966.2,0.1,0.1,0,45,0.0,160.8,27987,60646-2020-46,POINT (-87.761826 41.993931)
60646,10,03/07/2021,03/13/2021,22,2429,79,8679,872,33855,3116,120966.9,0.0,0.1,0,68,0.0,243.0,27987,60646-2021-10,POINT (-87.761826 41.993931)
60646,11,03/14/2021,03/20/2021,38,2467,136,8814.8,921,34776,3291,124257.7,0.0,0.1,0,68,0.0,243.0,27987,60646-2021-11,POINT (-87.761826 41.993931)
60643,15,04/11/2021,04/17/2021,55,4202,110,8425.9,1912,77964,3834,156334.5,0.0,0.1,0,127,0.0,254.7,49870,60643-2021-15,POINT (-87.662381 41.700445)
60643,4,01/24/2021,01/30/2021,58,3665,116,7349.1,2024,58346,4059,116996.2,0.0,0.1,2,118,4.0,236.6,49870,60643-2021-4,POINT (-87.662381 41.700445)
60643,5,01/31/2021,02/06/2021,67,3732,134,7483.5,1738,60084,3485,120481.3,0.0,0.1,0,118,0.0,236.6,49870,60643-2021-5,POINT (-87.662381 41.700445)
60646,16,04/18/2021,04/24/2021,29,2709,104,9679.5,958,40024,3423,143009.3,0.0,0.1,1,71,3.6,253.7,27987,60646-2021-16,POINT (-87.761826 41.993931)
60646,17,04/25/2021,05/01/2021,27,2736,96,9776,997,41021,3562,146571.6,0.0,0.1,0,71,0.0,253.7,27987,60646-2021-17,POINT (-87.761826 41.993931)
60646,18,05/02/2021,05/08/2021,20,2756,72,9847.4,895,41916,3198,149769.5,0.0,0.1,0,71,0.0,253.7,27987,60646-2021-18,POINT (-87.761826 41.993931)
60646,19,05/09/2021,05/15/2021,22,2778,79,9926,851,42767,3041,152810.2,0.0,0.1,1,72,3.6,257.3,27987,60646-2021-19,POINT (-87.761826 41.993931)
60646,20,05/16/2021,05/22/2021,10,2788,36,9961.8,618,43385,2208,155018.4,0.0,0.1,0,72,0.0,257.3,27987,60646-2021-20,POINT (-87.761826 41.993931)
60646,21,05/23/2021,05/29/2021,9,2797,32,9993.9,593,43978,2119,157137.2,0.0,0.1,0,72,0.0,257.3,27987,60646-2021-21,POINT (-87.761826 41.993931)
60646,22,05/30/2021,06/05/2021,8,2805,29,10022.5,449,44427,1604,158741.6,0.0,0.1,1,73,3.6,260.8,27987,60646-2021-22,POINT (-87.761826 41.993931)
60646,7,02/14/2021,02/20/2021,32,2362,114,8439.6,765,31325,2733,111927,0.1,0.1,1,66,3.6,235.8,27987,60646-2021-7,POINT (-87.761826 41.993931)
60644,10,03/07/2021,03/13/2021,46,3795,96,7954,1750,50192,3668,105197.9,0.0,0.1,0,118,0.0,247.3,47712,60644-2021-10,POINT (-87.756863 41.881113)
60644,15,04/11/2021,04/17/2021,119,4188,249,8777.7,2036,58783,4267,123203.8,0.1,0.1,0,119,0.0,249.4,47712,60644-2021-15,POINT (-87.756863 41.881113)
60644,8,02/21/2021,02/27/2021,26,3725,54,7807.3,1190,47170,2494,98864,0.0,0.1,0,117,0.0,245.2,47712,60644-2021-8,POINT (-87.756863 41.881113)
60644,9,02/28/2021,03/06/2021,24,3749,50,7857.6,1272,48442,2666,101530,0.0,0.1,1,118,2.1,247.3,47712,60644-2021-9,POINT (-87.756863 41.881113)
60645,27,06/28/2020,07/04/2020,13,1153,27,2415.6,849,7627,1779,15978.8,0.0,0.2,1,68,2.1,142.5,47732,60645-2020-27,POINT (-87.695049 42.008927)
60647,30,07/19/2020,07/25/2020,62,1712,71,1956.4,1929,19032,2204,21748.6,0.0,0.1,1,92,1.1,105.1,87509,60647-2020-30,POINT (-87.701101 41.921058)
60647,31,07/26/2020,08/01/2020,66,1778,75,2031.8,2201,21233,2515,24263.8,0.0,0.1,0,92,0.0,105.1,87509,60647-2020-31,POINT (-87.701101 41.921058)
60647,33,08/09/2020,08/15/2020,62,1926,71,2200.9,2248,25838,2569,29526.1,0.0,0.1,1,93,1.1,106.3,87509,60647-2020-33,POINT (-87.701101 41.921058)
60647,34,08/16/2020,08/22/2020,85,2011,97,2298,2262,28100,2585,32111,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-34,POINT (-87.701101 41.921058)
60647,35,08/23/2020,08/29/2020,76,2087,87,2384.9,2353,30453,2689,34799.8,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-35,POINT (-87.701101 41.921058)
60647,37,09/06/2020,09/12/2020,63,2200,72,2514,2076,34904,2372,39886.2,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-37,POINT (-87.701101 41.921058)
60647,38,09/13/2020,09/19/2020,62,2262,71,2584.9,2344,37248,2679,42564.8,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-38,POINT (-87.701101 41.921058)
60647,39,09/20/2020,09/26/2020,60,2322,69,2653.4,2611,39859,2984,45548.5,0.0,0.1,1,94,1.1,107.4,87509,60647-2020-39,POINT (-87.701101 41.921058)
60647,40,09/27/2020,10/03/2020,71,2393,81,2734.6,2529,42388,2890,48438.4,0.0,0.1,0,94,0.0,107.4,87509,60647-2020-40,POINT (-87.701101 41.921058)
60647,41,10/04/2020,10/10/2020,116,2509,133,2867.1,3099,45487,3541,51979.8,0.0,0.1,0,94,0.0,107.4,87509,60647-2020-41,POINT (-87.701101 41.921058)
60653,23,05/31/2020,06/06/2020,18,513,56,1604.5,362,3729,1132,11663.3,0.1,0.1,1,30,3.1,93.8,31972,60653-2020-23,POINT (-87.611244 41.819261)
60653,24,06/07/2020,06/13/2020,14,527,44,1648.3,673,4402,2105,13768.3,0.0,0.1,1,31,3.1,97.0,31972,60653-2020-24,POINT (-87.611244 41.819261)
60645,5,01/31/2021,02/06/2021,51,4104,107,8598,1662,52133,3482,109220.2,0.0,0.1,1,101,2.1,211.6,47732,60645-2021-5,POINT (-87.695049 42.008927)
60645,6,02/07/2021,02/13/2021,52,4156,109,8706.9,1568,53701,3285,112505.2,0.0,0.1,3,104,6.3,217.9,47732,60645-2021-6,POINT (-87.695049 42.008927)
60645,7,02/14/2021,02/20/2021,35,4191,73,8780.3,1290,54991,2703,115207.8,0.0,0.1,2,106,4.2,222.1,47732,60645-2021-7,POINT (-87.695049 42.008927)
60645,8,02/21/2021,02/27/2021,28,4219,59,8838.9,1169,56160,2449,117656.9,0.0,0.1,0,106,0.0,222.1,47732,60645-2021-8,POINT (-87.695049 42.008927)
60645,9,02/28/2021,03/06/2021,55,4274,115,8954.2,1271,57431,2663,120319.7,0.0,0.1,0,106,0.0,222.1,47732,60645-2021-9,POINT (-87.695049 42.008927)
60647,42,10/11/2020,10/17/2020,172,2681,197,3063.7,3321,48808,3795,55774.8,0.1,0.1,1,95,1.1,108.6,87509,60647-2020-42,POINT (-87.701101 41.921058)
60647,43,10/18/2020,10/24/2020,262,2943,299,3363.1,3815,52623,4360,60134.4,0.1,0.1,1,96,1.1,109.7,87509,60647-2020-43,POINT (-87.701101 41.921058)
60647,44,10/25/2020,10/31/2020,343,3286,392,3755,4014,56637,4587,64721.3,0.1,0.1,0,96,0.0,109.7,87509,60647-2020-44,POINT (-87.701101 41.921058)
60647,45,11/01/2020,11/07/2020,455,3741,520,4275,4336,60973,4955,69676.3,0.1,0.1,0,96,0.0,109.7,87509,60647-2020-45,POINT (-87.701101 41.921058)
60653,25,06/14/2020,06/20/2020,13,540,41,1689,531,4933,1661,15429.1,0.0,0.1,1,32,3.1,100.1,31972,60653-2020-25,POINT (-87.611244 41.819261)
60653,26,06/21/2020,06/27/2020,22,562,69,1757.8,724,5657,2264,17693.6,0.0,0.1,2,34,6.3,106.3,31972,60653-2020-26,POINT (-87.611244 41.819261)
60653,27,06/28/2020,07/04/2020,15,577,47,1804.7,714,6371,2233,19926.8,0.0,0.1,1,35,3.1,109.5,31972,60653-2020-27,POINT (-87.611244 41.819261)
60653,28,07/05/2020,07/11/2020,22,599,69,1873.5,755,7126,2361,22288.3,0.0,0.1,2,37,6.3,115.7,31972,60653-2020-28,POINT (-87.611244 41.819261)
60653,29,07/12/2020,07/18/2020,21,620,66,1939.2,948,8074,2965,25253.3,0.0,0.1,0,37,0.0,115.7,31972,60653-2020-29,POINT (-87.611244 41.819261)
60653,30,07/19/2020,07/25/2020,26,646,81,2020.5,670,8744,2096,27348.9,0.0,0.1,0,37,0.0,115.7,31972,60653-2020-30,POINT (-87.611244 41.819261)
60653,31,07/26/2020,08/01/2020,21,667,66,2086.2,790,9534,2471,29819.8,0.0,0.1,0,37,0.0,115.7,31972,60653-2020-31,POINT (-87.611244 41.819261)
60653,32,08/02/2020,08/08/2020,19,686,59,2145.6,622,10156,1946,31765.3,0.0,0.1,0,37,0.0,115.7,31972,60653-2020-32,POINT (-87.611244 41.819261)
60653,33,08/09/2020,08/15/2020,13,699,41,2186.3,685,10841,2142,33907.8,0.0,0.1,2,39,6.3,122.0,31972,60653-2020-33,POINT (-87.611244 41.819261)
60653,34,08/16/2020,08/22/2020,14,713,44,2230.1,617,11458,1930,35837.6,0.0,0.1,1,40,3.1,125.1,31972,60653-2020-34,POINT (-87.611244 41.819261)
60653,35,08/23/2020,08/29/2020,11,724,34,2264.5,531,11989,1661,37498.4,0.0,0.1,1,41,3.1,128.2,31972,60653-2020-35,POINT (-87.611244 41.819261)
60653,36,08/30/2020,09/05/2020,17,741,53,2317.7,541,12530,1692,39190.5,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-36,POINT (-87.611244 41.819261)
60653,38,09/13/2020,09/19/2020,9,759,28,2374,598,13638,1870,42656.1,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-38,POINT (-87.611244 41.819261)
60653,39,09/20/2020,09/26/2020,15,774,47,2420.9,603,14241,1886,44542.1,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-39,POINT (-87.611244 41.819261)
60653,40,09/27/2020,10/03/2020,14,788,44,2464.7,742,14983,2321,46862.9,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-40,POINT (-87.611244 41.819261)
60653,41,10/04/2020,10/10/2020,27,815,84,2549.1,751,15734,2349,49211.8,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-41,POINT (-87.611244 41.819261)
60653,42,10/11/2020,10/17/2020,32,847,100,2649.2,891,16625,2787,51998.6,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-42,POINT (-87.611244 41.819261)
60653,43,10/18/2020,10/24/2020,55,902,172,2821.2,919,17544,2874,54873,0.1,0.1,0,41,0.0,128.2,31972,60653-2020-43,POINT (-87.611244 41.819261)
60653,44,10/25/2020,10/31/2020,93,995,291,3112.1,1071,18615,3350,58222.8,0.1,0.1,0,41,0.0,128.2,31972,60653-2020-44,POINT (-87.611244 41.819261)
60653,45,11/01/2020,11/07/2020,110,1105,344,3456.1,1155,19770,3612,61835.4,0.1,0.1,2,43,6.3,134.5,31972,60653-2020-45,POINT (-87.611244 41.819261)
60653,21,05/23/2021,05/29/2021,28,2779,88,8692,896,53389,2802,166986.7,0.0,0.1,0,66,0.0,206.4,31972,60653-2021-21,POINT (-87.611244 41.819261)
60653,23,06/06/2021,06/12/2021,2,2787,6,8717,708,54779,2214,171334.3,0.0,0.1,1,67,3.1,209.6,31972,60653-2021-23,POINT (-87.611244 41.819261)
60653,6,02/07/2021,02/13/2021,25,2209,78,6909.2,1075,38158,3362,119348.2,0.0,0.1,1,56,3.1,175.2,31972,60653-2021-6,POINT (-87.611244 41.819261)
60653,7,02/14/2021,02/20/2021,20,2229,63,6971.7,958,39116,2996,122344.6,0.0,0.1,1,57,3.1,178.3,31972,60653-2021-7,POINT (-87.611244 41.819261)
60653,8,02/21/2021,02/27/2021,17,2246,53,7024.9,1004,40120,3140,125484.8,0.0,0.1,0,57,0.0,178.3,31972,60653-2021-8,POINT (-87.611244 41.819261)
60653,9,02/28/2021,03/06/2021,20,2266,63,7087.5,785,40905,2455,127940.1,0.0,0.1,0,57,0.0,178.3,31972,60653-2021-9,POINT (-87.611244 41.819261)
60654,14,04/04/2021,04/10/2021,58,2003,303,10467.7,879,33622,4594,175709.4,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-14,POINT (-87.636354 41.892485)
60654,15,04/11/2021,04/17/2021,27,2030,141,10608.8,813,34435,4249,179958.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-15,POINT (-87.636354 41.892485)
60654,16,04/18/2021,04/24/2021,21,2051,110,10718.6,785,35220,4102,184060.6,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-16,POINT (-87.636354 41.892485)
60647,14,04/04/2021,04/10/2021,159,8472,182,9681.3,2942,136041,3362,155459.4,0.1,0.1,1,145,1.1,165.7,87509,60647-2021-14,POINT (-87.701101 41.921058)
60647,15,04/11/2021,04/17/2021,127,8599,145,9826.4,2996,139037,3424,158883.1,0.1,0.1,2,147,2.3,168.0,87509,60647-2021-15,POINT (-87.701101 41.921058)
60647,16,04/18/2021,04/24/2021,94,8693,107,9933.8,2641,141678,3018,161901.1,0.0,0.1,1,148,1.1,169.1,87509,60647-2021-16,POINT (-87.701101 41.921058)
60647,17,04/25/2021,05/01/2021,87,8780,99,10033.3,2505,144183,2863,164763.6,0.0,0.1,0,148,0.0,169.1,87509,60647-2021-17,POINT (-87.701101 41.921058)
60647,18,05/02/2021,05/08/2021,57,8837,65,10098.4,2339,146522,2673,167436.5,0.0,0.1,0,148,0.0,169.1,87509,60647-2021-18,POINT (-87.701101 41.921058)
60647,19,05/09/2021,05/15/2021,46,8883,53,10151,2041,148563,2332,169768.8,0.0,0.1,0,148,0.0,169.1,87509,60647-2021-19,POINT (-87.701101 41.921058)
60647,2,01/10/2021,01/16/2021,223,7195,255,8222,3619,102226,4136,116817.7,0.1,0.1,3,134,3.4,153.1,87509,60647-2021-2,POINT (-87.701101 41.921058)
60654,17,04/25/2021,05/01/2021,16,2067,84,10802.2,850,36070,4442,188502.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-17,POINT (-87.636354 41.892485)
60654,18,05/02/2021,05/08/2021,6,2073,31,10833.6,810,36880,4233,192735.8,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-18,POINT (-87.636354 41.892485)
60654,19,05/09/2021,05/15/2021,9,2082,47,10880.6,668,37548,3491,196226.8,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-19,POINT (-87.636354 41.892485)
60654,2,01/10/2021,01/16/2021,58,1620,303,8466.2,901,23386,4709,122215.8,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-2,POINT (-87.636354 41.892485)
60654,20,05/16/2021,05/22/2021,7,2089,37,10917.2,751,38299,3925,200151.6,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-20,POINT (-87.636354 41.892485)
60654,21,05/23/2021,05/29/2021,5,2094,26,10943.3,656,38955,3428,203579.8,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-21,POINT (-87.636354 41.892485)
60654,22,05/30/2021,06/05/2021,10,2104,52,10995.6,534,39489,2791,206370.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-22,POINT (-87.636354 41.892485)
60654,23,06/06/2021,06/12/2021,0,2104,0,10995.6,502,39991,2624,208994,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-23,POINT (-87.636354 41.892485)
60654,3,01/17/2021,01/23/2021,25,1645,131,8596.8,753,24139,3935,126151,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-3,POINT (-87.636354 41.892485)
60654,4,01/24/2021,01/30/2021,30,1675,157,8753.6,743,24882,3883,130034,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-4,POINT (-87.636354 41.892485)
60654,5,01/31/2021,02/06/2021,23,1698,120,8873.8,702,25584,3669,133702.6,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-5,POINT (-87.636354 41.892485)
60654,6,02/07/2021,02/13/2021,27,1725,141,9014.9,861,26445,4500,138202.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-6,POINT (-87.636354 41.892485)
60654,7,02/14/2021,02/20/2021,17,1742,89,9103.7,802,27247,4191,142393.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-7,POINT (-87.636354 41.892485)
60654,8,02/21/2021,02/27/2021,27,1769,141,9244.8,911,28158,4761,147154.4,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-8,POINT (-87.636354 41.892485)
60654,9,02/28/2021,03/06/2021,15,1784,78,9323.2,853,29011,4458,151612.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-9,POINT (-87.636354 41.892485)
